name	country	gender	birthdate	birthyear	competition_years	first	last	results
Renato MACARIO	ITA	M	10 Jun 1920	1920	None	None	NoneNone
Ricardo CERUTTI	ITA	M	7 Sep 1921	1921	None	None	NoneNone
Mario ACHINI	ITA	M	None	None	None	None	NoneNone
Enrico RUBERTI	ITA	M	None	None	None	None	NoneNone
Ugo PIFFERI	ITA	M	15 Apr 1930	1930	None	None	NoneNone
Bruno GAMBA	ITA	M	3 May 1929	1929	None	None	NoneNone
Antonio SAVERIO	ITA	M	25 Mar 1932	1932	None	None	NoneNone
Gaston MERCIER	FRA	M	5 Jun 1932	1932	1960;1956;1952	1952	1960	F Final,4,M8+;F Final,3,M4-;F Final,1,M2+
Raymond SALLES	FRA	M	18 Jul 1920	1920	1952	1952	1952	F Final,1,M2+
Bernard MALIVOIRE	FRA	M	20 Apr 1938	1938	1952	1952	1952	F Final,1,M2+
Charles LOGG JR.	USA	M	24 Feb 1931	1931	1952	1952	1952	F Final,1,M2-
Thomas PRICE	USA	M	28 May 1933	1933	1952	1952	1952	F Final,1,M2-
Silvio BERGAMINI	ITA	M	2 Aug 1926	1926	None	None	NoneNone
Lodovico SOMMARUGA	ITA	M	7 May 1928	1928	None	None	NoneNone
Albino TREVISAN	ITA	M	3 Mar 1931	1931	None	None	NoneNone
Amadeo SCARPI	ITA	M	15 Sep 1917	1917	None	None	NoneNone
Abbondio SMERGHETTO	ITA	M	10 Mar 1931	1931	None	None	NoneNone
Tarquinio ANGIOLIN	ITA	M	12 Apr 1928	1928	None	None	NoneNone
Albino BALDAN	ITA	M	4 Feb 1925	1925	None	None	NoneNone
Alberto BOZZATO	ITA	M	8 Apr 1930	1930	None	None	NoneNone
Ferdinando SMERGHETTO	ITA	M	27 Nov 1927	1927	None	None	NoneNone
Salvatore NUVOLI	ITA	M	None	None	None	None	NoneNone
Dino NARDIN	ITA	M	30 May 1932	1932	None	None	NoneNone
Ottorino ENZO	ITA	M	14 Jul 1926	1926	None	None	NoneNone
Pietro ATTORESE	ITA	M	13 Jun 1930	1930	None	None	NoneNone
Sergio GHIATTO	ITA	M	3 Jun 1928	1928	None	None	NoneNone
Patrick SELLIER	FRA	M	20 Jan 1948	1948	None	None	NoneNone
Patrick VANDENBROUCK	FRA	M	None	None	None	None	NoneNone
L. BENECKE	NED	M	None	None	None	None	NoneNone
J. STEENKIST	NED	M	None	None	None	None	NoneNone
Alfons SLUSARSKI	POL	M	23 Jan 1942	1942	1975;1973;1972;1971	1971	1975	FA Final,5,M2-;FA Final,5,M2-;F Final,5,M2-;FA Final,3,M2-
Denis MASSEGLIA	FRA	M	23 Nov 1947	1947	None	None	NoneNone
Yvon PETIT	FRA	M	None	None	None	None	NoneNone
Vladimir BURATCHOK	RUS	M	None	None	None	None	NoneNone
Evgeni KUZNETSOV	RUS	M	None	None	None	None	NoneNone
Fedor SUKHOV	RUS	M	None	None	None	None	NoneNone
Evgeni SIROTINSKI	RUS	M	None	None	None	None	NoneNone
Yuri NOSOV	RUS	M	None	None	None	None	NoneNone
Knud JENSEN	DEN	M	None	None	None	None	NoneNone
Paul LOCHT	DEN	M	13 Oct 1929	1929	None	None	NoneNone
Eigil KROGH	DEN	M	None	None	None	None	NoneNone
Boerge KROGH	DEN	M	None	None	None	None	NoneNone
Eivind CHRISTENSEN	DEN	M	None	None	None	None	NoneNone
Karel MEJTA JR	CZE	M	2 Jul 1951	1951	1981;1980;1979;1978;1977;1975;1973	1973	1981	FA Final,6,M8+;F Final,4,M8+;FB Final,1,M8+;FA Final,2,M2+;FA Final,3,M2+;FA Final,4,M8+;FB Final,5,M4-
Jiri HAVLIS	CZE	M	16 Nov 1932	1932	1952	1952	1952	F Final,1,M4+
Jan JINDRA	CZE	M	6 Mar 1932	1932	1960;1952	1952	1960	F Final,3,M8+;F Final,1,M4+
Stanislav LUSK	CZE	M	12 Nov 1931	1931	1960;1952	1952	1960	F Final,3,M8+;F Final,1,M4+
Radomir PLESK	CZE	M	None	None	None	None	NoneNone
Rune ANDERSSON	SWE	M	11 May 1930	1930	1956	1956	1956	F Final,4,M8+
Kjell HANSSON	SWE	M	16 Jul 1931	1931	1956	1956	1956	F Final,4,M8+
Lennart ANDERSSON	SWE	M	30 Jul 1925	1925	1956	1956	1956	F Final,4,M8+
Bo GUSTAVSSON	SWE	M	2 Jul 1964	1964	None	None	NoneNone
Royne SELIN	SWE	M	None	None	None	None	NoneNone
Finn PEDERSEN	DEN	M	30 Jul 1925	1925	1948	1948	1948	F Final,1,M2+
Kjeld OESTROEM	DEN	M	8 Jan 1933	1933	None	None	NoneNone
Igor BULDAKOV	RUS	M	26 Aug 1930	1930	1956	1956	1956	F Final,2,M2-
Viktor IVANOV	RUS	M	21 Dec 1930	1930	1956	1956	1956	F Final,2,M2-
Christopher DAVIDGE	GBR	M	5 Nov 1929	1929	1960;1952	1952	1960	F Final,5,M4-;F Final,4,M2-
Alastair MACLEOD	GBR	M	22 Jan 1987	1987	2005	2005	2005	FA Final,3,JM4-
Michel KNUYSEN	BEL	M	25 Oct 1929	1929	1952	1952	1952	F Final,2,M2-
Bob BAETENS	BEL	M	28 Oct 1930	1930	1952	1952	1952	F Final,2,M2-
Teodor KOCERKA	POL	M	6 Aug 1927	1927	1960;1956;1952	1952	1960	F Final,3,M1x;F Final,4,M1x;F Final,3,M1x
Aleksandr BERKUTOV	RUS	M	21 May 1933	1933	1960;1956	1956	1960	F Final,2,M2x;F Final,1,M2x
Henri BUTEL	FRA	M	1 Jul 1929	1929	None	None	NoneNone
Walter LUDIN	SUI	M	27 Feb 1908	1908	None	None	NoneNone
Claude MARTIN	FRA	M	10 Oct 1930	1930	1960	1960	1960	F Final,2,M4+
Edouard LEGUERY	FRA	M	None	None	None	None	NoneNone
Daniel FORGET	FRA	M	None	None	None	None	NoneNone
Rene VERHOEVEN	BEL	M	None	None	None	None	NoneNone
Joseph VAN THILLO	BEL	M	None	None	None	None	NoneNone
Willy VLAMINCKX	BEL	M	None	None	None	None	NoneNone
Evert GUNNARSSON	SWE	M	28 Dec 1929	1929	1956	1956	1956	F Final,2,M4+
Ivar ARONSSON	SWE	M	24 Mar 1928	1928	1956	1956	1956	F Final,2,M4+
Bertil GOERANSSON	SWE	M	9 Feb 1919	1919	1956	1956	1956	F Final,2,M4+
Francesco LAZZARI	ITA	M	None	None	None	None	NoneNone
Michael BERESFORD	GBR	M	23 Mar 1934	1934	1960	1960	1960	F Final,5,M4-
William RAND	GBR	M	29 Dec 1935	1935	None	None	NoneNone
C. PORTER	GBR	M	None	None	None	None	NoneNone
G. SORRELL	GBR	M	None	None	None	None	NoneNone
Harald KARLSSON	FIN	M	None	None	None	None	NoneNone
Paul STRAAHLMAN	FIN	M	23 Dec 1928	1928	1952	1952	1952	F Final,5,M4+
Birger KARLSSON	FIN	M	12 Sep 1926	1926	1952	1952	1952	F Final,5,M4+
Karl.Erik JOHANSSON	FIN	M	10 Feb 1924	1924	1952	1952	1952	F Final,5,M4+
Georij ZHILIN	RUS	M	None	None	None	None	NoneNone
Igor EMCHUK	RUS	M	20 Aug 1930	1930	1952	1952	1952	F Final,2,M2x
Toni FOX	GBR	M	27 Jul 1928	1928	1952	1952	1952	F Final,4,M1x
A. MARSDEN	GBR	M	None	None	None	None	NoneNone
Evgeni BRAGO	RUS	M	1 Mar 1929	1929	1952	1952	1952	F Final,2,M8+
Vladimir RODIMUSJKIN	RUS	M	22 Dec 1921	1921	1952	1952	1952	F Final,2,M8+
Slava AMIRAGOV	RUS	M	23 Mar 1926	1926	1952	1952	1952	F Final,2,M8+
Evgeni SAMSONOV	RUS	M	15 Sep 1926	1926	1952	1952	1952	F Final,2,M8+
Igor BORISOV	RUS	M	5 Apr 1924	1924	1952	1952	1952	F Final,2,M8+
Leonid GISSEN	RUS	M	28 Jun 1931	1931	1952	1952	1952	F Final,2,M8+
Aleksei KOMAROV	RUS	M	10 Dec 1921	1921	1952	1952	1952	F Final,2,M8+
Vladimir KRYUKOV	RUS	M	None	None	None	None	NoneNone
Nikolaj KOLOSOVSKI	RUS	M	None	None	None	None	NoneNone
Kurt KROGH	DEN	M	None	None	None	None	NoneNone
Kjeld LARSEN	DEN	M	None	None	None	None	NoneNone
Flemming NIMB	DEN	M	None	None	None	None	NoneNone
Svend Erik SCHOVGAARD	DEN	M	None	None	None	None	NoneNone
Ernst PEDERSEN	DEN	M	None	None	None	None	NoneNone
Walther SCHROEDER	DEN	M	None	None	None	None	NoneNone
Boerge PETERSEN HOVGAARD	DEN	M	None	None	None	None	NoneNone
Aage NIELSEN DREJER	DEN	M	None	None	None	None	NoneNone
Finn HANSEN	DEN	M	None	None	None	None	NoneNone
Ivo SIRISCEVIC	YUG	M	None	None	None	None	NoneNone
Ante MARINOVIC	YUG	M	None	None	None	None	NoneNone
Filip KOZULIC	YUG	M	None	None	None	None	NoneNone
Zivko KRALJIC	YUG	M	None	None	None	None	NoneNone
Josip BILISKOV	YUG	M	None	None	None	None	NoneNone
Veljko KUKOLJ	YUG	M	None	None	None	None	NoneNone
Bozidar MAKJANIC	YUG	M	None	None	None	None	NoneNone
Mihajlo OBRADIC	YUG	M	None	None	None	None	NoneNone
Zdenko BEGO	YUG	M	12 Feb 1933	1933	None	None	NoneNone
Frantisek MATEJICEK	CZE	M	None	None	None	None	NoneNone
Josef TETUR	CZE	M	None	None	None	None	NoneNone
Martin STRAKA	CZE	M	None	None	None	None	NoneNone
Jan KRASNY	CZE	M	None	None	None	None	NoneNone
Stanislav KRASNY	CZE	M	None	None	None	None	NoneNone
Antonin MALINKOVIC	CZE	M	13 Aug 1930	1930	1952	1952	1952	F Final,5,M2x
Jan SVEDA	CZE	M	5 Nov 1931	1931	1960	1960	1960	F Final,3,M8+
Rudolf BIENERT	CZE	M	None	None	None	None	NoneNone
Vit KOMAREK	CZE	M	18 Aug 1982	1982	2004	2004	2004	FA Final,6,BLM2-
Guy NOSBAUM	FRA	M	18 May 1930	1930	1960	1960	1960	F Final,2,M4+
Robert DUMONTOIS	FRA	M	6 Aug 1941	1941	1960	1960	1960	F Final,2,M4+
Jacques MOREL	FRA	M	22 Sep 1935	1935	1964;1960	1960	1964	F Final,2,M2+;F Final,2,M4+
Jean KLEIN	FRA	M	22 Jun 1944	1944	1960	1960	1960	F Final,2,M4+
Oleg ALEKSANDROV	RUS	M	13 Jul 1937	1937	1960	1960	1960	F Final,4,M4+
Boris FEDOROV	RUS	M	18 May 1931	1931	1960	1960	1960	F Final,4,M4+
Valentin ZANIN	RUS	M	None	None	1960	1960	1960	F Final,4,M4+
Igor KOKHLOV	RUS	M	8 Apr 1937	1937	None	None	NoneNone
Igor RUDAKOV	RUS	M	8 Oct 1934	1934	1975;1972;1971;1964;1960	1960	1975	FA Final,2,M8+;F Final,4,M4+;FA Final,3,M4+;F Final,4,M2+;F Final,2,M2+
Graham ALLEN	AUS	M	25 Jun 1938	1938	1960	1960	1960	F Final,5,M4+
Maxwell ANNETT	AUS	M	6 Feb 1931	1931	1960	1960	1960	F Final,5,M4+
Jessica HUSTON	AUS	W	23 Sep 1984	1984	2006;2005;2005	2005	2006	FA Final,4,BLW2x;FA Final,3,BLW2x;FC Final,5,LW2x
Roland WADDINGTON	AUS	M	13 Jan 1937	1937	1960	1960	1960	F Final,5,M4+
L.ionel ROBBERDS	AUS	M	2 Apr 1939	1939	1960	1960	1960	F Final,5,M4+
Tibor BEDEKOVICS	HUN	M	24 Sep 1930	1930	1960	1960	1960	F Final,6,M4+
Csaba KOVACS	HUN	M	8 Dec 1932	1932	1960	1960	1960	F Final,6,M4+
Laszlo MUNTEAN	HUN	M	1 Nov 1935	1935	1960	1960	1960	F Final,6,M4+
Pal WAGNER	HUN	M	1 Nov 1935	1935	1960	1960	1960	F Final,6,M4+
Gyula LENGYEL	HUN	M	20 Sep 1931	1931	1960	1960	1960	F Final,6,M4+
Valentin BOREJKO	RUS	M	27 Oct 1933	1933	1960	1960	1960	F Final,1,M2-
Oleg GOLOVANOV	RUS	M	15 Dec 1934	1934	1960	1960	1960	F Final,1,M2-
Alfred SAGEDER	AUT	M	29 Sep 1933	1933	1960;1956	1956	1960	F Final,2,M2-;F Final,3,M2-
Josef KLOIMSTEIN	AUT	M	1 Nov 1929	1929	1960;1956	1956	1960	F Final,2,M2-;F Final,3,M2-
Veli LEHTELAE	FIN	M	6 Sep 1935	1935	1964;1960;1956	1956	1964	F Final,6,M2-;F Final,3,M2-;F Final,3,M4+
Toimi PITKAENEN	FIN	M	23 May 1928	1928	1964;1960;1956;1952	1952	1964	F Final,6,M2-;F Final,3,M2-;F Final,3,M4+;F Final,5,M2+
Theodore FROST	USA	M	6 Apr 1932	1932	1960	1960	1960	F Final,5,M2-
Robert ROGERS	USA	M	28 Mar 1934	1934	1960	1960	1960	F Final,5,M2-
Nikola CUPIN	YUG	M	8 Mar 1920	1920	1960	1960	1960	F Final,6,M2-
Antun IVANKOVIC	YUG	M	25 Mar 1939	1939	1960	1960	1960	F Final,6,M2-
Vyatcheslav IVANOV	RUS	M	30 Jul 1938	1938	1964;1960;1956	1956	1964	F Final,1,M1x;F Final,1,M1x;F Final,2,M2-
Graeme HILL	NZL	M	13 Dec 1987	1987	2007;2007;2007;2006;2005;2004	2004	2007	FC Final,1,M8+;FB Final,4,M8+;FB Final,6,M8+;FB Final,5,BM4-;FA Final,5,JM8+;FB Final,2,JM8+
Savino REBEK	ITA	M	13 Nov 1940	1940	1960	1960	1960	F Final,6,M1x
Jukna ZIKMAS	RUS	M	None	None	None	None	NoneNone
Antanas BOGDANOVICIUS	RUS	M	15 Jun 1938	1938	1968;1964;1960	1960	1968	F Final,3,M8+;F Final,5,M8+;F Final,2,M2+
Richard DRAEGER	USA	M	22 Sep 1937	1937	1960	1960	1960	F Final,3,M2+
Conrad Francis FINDLAY	USA	M	24 Apr 1930	1930	1964;1960;1956	1956	1964	F Final,1,M2+;F Final,3,M2+;F Final,1,M2+
Kent MITCHELL II	USA	M	29 Mar 1939	1939	1964;1960	1960	1964	F Final,1,M2+;F Final,3,M2+
Jens BERENDT	DEN	M	None	None	None	None	NoneNone
S. LYSHOLT	DEN	M	None	None	None	None	NoneNone
Giancarlo PIRETTA	ITA	M	20 Mar 1942	1942	1960	1960	1960	F Final,5,M2+
Renzo OSTINO	ITA	M	7 May 1936	1936	1960	1960	1960	F Final,5,M2+
Stefan KURESKA	ROU	M	31 Jul 1933	1933	1960	1960	1960	F Final,6,M2+
Gheorghe RIFFELT	GER	M	6 Jan 1936	1936	1960	1960	1960	F Final,6,M2+
Mircea ROGER	ROU	M	16 Jun 1947	1947	1960	1960	1960	F Final,6,M2+
Arthur AYRAULT JR.	USA	M	21 Jan 1935	1935	1960;1956	1956	1960	F Final,1,M4-;F Final,1,M2+
John SAYRE	USA	M	1 Apr 1936	1936	1960	1960	1960	F Final,1,M4-
I. AKHREMTCHIK	RUS	M	None	None	None	None	NoneNone
Y. BASHUROV	RUS	M	None	None	None	None	NoneNone
Valentin MORKOVKIN	RUS	M	20 Sep 1933	1933	1960	1960	1960	F Final,3,M4-
Anatoli TARABRIN	RUS	M	28 Jun 1935	1935	1960	1960	1960	F Final,3,M4-
Jindrich BLAZEK	CZE	M	26 Nov 1933	1933	1960	1960	1960	F Final,4,M4-
Miroslav JISKA	CZE	M	4 Oct 1933	1933	1960	1960	1960	F Final,4,M4-
Colin PORTER	GBR	M	11 Oct 1930	1930	1960	1960	1960	F Final,5,M4-
John VIGURS	GBR	M	21 Mar 1930	1930	1960	1960	1960	F Final,5,M4-
Paul KOELLIKER	SUI	M	19 Feb 1932	1932	1960	1960	1960	F Final,6,M4-
Werner KOELLIKER	SUI	M	23 Jan 1935	1935	None	None	NoneNone
Vaclav KOZAK	CZE	M	14 Apr 1937	1937	1960	1960	1960	F Final,1,M2x
Virginie CHAUVEL	FRA	W	25 Jun 1982	1982	2005;2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2001;2001;2000	2000	2005	FA Final,4,W4-;FB Final,4,W2-;FA Final,6,W2-;FA Final,5,W2-;FB Final,2,W2-;R2 Repechage,6,W2-;FA Final,3,W2-;FB Final,3,W2-;FB Final,4,W2-;FB Final,1,W2-;FA Final,5,W2-;FB Final,6,W2-;X Exhibition,1,BW2-;FA Final,4,JW2-
Heinrich EICHHOLZ	GER	M	4 Jan 1927	1927	None	None	NoneNone
Bernd KAISER	GER	M	11 Apr 1951	1951	1978	1978	1978	FA Final,1,M8+
Marie-Anne VANDERMOERE	BEL	W	10 Sep 1966	1966	1988;1987;1986;1985;1984;1983	1983	1988	F Final,6,W4x;FA Final,2,LW2x;F Final,6,LW2x;FA Final,5,LW2x;FA Final,5,JW2x;FB Final,3,JW4x+
Danny VAN DE VELDE	BEL	M	None	None	1983;1981;1980	1980	1983	H2 Heat,3,BM8+;FB Final,1,JM4-;FB Final,4,JM4-
Haidong XIE	CHN	M	27 Oct 1979	1979	None	None	NoneNone
Min YUAN	CHN	M	26 Dec 1980	1980	None	None	NoneNone
Fernando GIAMBARTOLOMEI	ITA	M	None	None	None	None	NoneNone
Montanino NUVOLI	ITA	M	3 Jan 1931	1931	None	None	NoneNone
Arturo CASCONE	ITA	M	None	None	None	None	NoneNone
Salvatore ORTAME	ITA	M	None	None	None	None	NoneNone
Domenico SCIANO	ITA	M	None	None	None	None	NoneNone
Luigi SPOZIO	ITA	M	17 Apr 1936	1936	1960	1960	1960	F Final,6,M8+
Sereno BRUNELLO	ITA	M	23 Jun 1938	1938	1964	1964	1964	F Final,6,M8+
Walter KASCHLUN	GER	M	None	None	None	None	NoneNone
Jean-Raymond PELTIER	ARG	M	6 Dec 1957	1957	1983;1982;1981;1980;1979;1978;1978;1977;1976;1975	1975	1983	FA Final,6,M4x;FA Final,5,M4x;FA Final,3,M4x;F Final,4,M4x;FA Final,3,M4x;FA Final,2,M4x;FA Final,1,BM2x;FA Final,1,BM4x;FA Final,3,BM4x;FA Final,5,JM4x
Sophie GRANJON	FRA	W	15 May 1982	1982	2003;2003;2000	2000	2003	FA Final,6,BW4x;FD Final,3,W2x;FB Final,2,JW2x
Adeline MADDALONI GOUELLE	FRA	W	9 Apr 1974	1974	2004;2004;2004;2003;2003;2003;2002;2002;2002;2002;2001;2001	2001	2004	FB Final,3,LW1x;FB Final,3,LW2x;FA Final,3,LW1x;FC Final,3,LW2x;FC Final,1,LW2x;FA Final,5,LW2x;FB Final,3,LW2x;FB Final,2,LW2x;FB Final,5,LW2x;FA Final,5,LW2x;FB Final,0,LW4x;FA Final,5,LW4x
Hanns FUCHS	SUI	M	6 Jan 1943	1943	None	None	NoneNone
Adrian WICKI	SUI	M	5 Jan 1975	1975	2003;2003;2003	2003	2003	FA Final,5,LM4x;FA Final,5,LM4x;F Final,3,LM4x
Neil DENNIS	AUS	M	29 Jun 1982	1982	2001;2001;2001;2000;1999	1999	2001	FB Final,6,M2-;FB Final,3,M2-;H2 Heat,2,BM2-;FA Final,1,JM2-;FA Final,1,JM4-
Luke PRITCHARD	AUS	M	None	None	2001;2001;1999	1999	2001	FB Final,3,M8+;FA Final,4,BM8+;FA Final,1,JM4-
Trent COLLINS	AUS	M	10 Jul 1981	1981	2005;2005;2005;2003;2003;2002;2002;2001;2001	2001	2005	FB Final,5,M4x;FA Final,5,M4x;FB Final,1,M4x;FB Final,3,BM4-;FC Final,5,M4-;FA Final,4,BM8+;FB Final,4,M8+;FB Final,3,M8+;FA Final,4,BM8+
Greg TAYLOR	AUS	M	15 Apr 1981	1981	2003;2003;2002;2002;2001;2001	2001	2003	FB Final,3,BM4-;FC Final,5,M4-;FA Final,4,BM8+;FB Final,4,M8+;FB Final,3,M8+;FA Final,4,BM8+
Deon BIRTWISTLE	AUS	M	4 Sep 1980	1980	2003;2003;2002;2002	2002	2003	FA Final,2,LM4x;FA Final,3,LM4x;FA Final,1,BLM4x;FA Final,4,LM4x
Steve KUZMA	AUS	M	6 Feb 1981	1981	2003;2003;2002;2002	2002	2003	FA Final,4,BLM4x;FB Final,1,LM4x;FA Final,1,BLM4x;FA Final,4,LM4x
Ross MCLEOD-CAREY	AUS	M	4 Oct 1982	1982	2004	2004	2004	FB Final,4,BM2x
Livia LABORCZFALVI	AUS	W	12 May 1982	1982	2001;2001;1998	1998	2001	FA Final,4,W4-;H1 Heat,1,BW4-;FB Final,5,JW4x
Donna MARTIN	AUS	W	11 Jan 1980	1980	2004;2004;2003;2003;2002;2002;2001;2001;2001	2001	2004	FB Final,3,W2x;FB Final,3,W2x;FC Final,6,W1x;FA Final,1,W4x;FA Final,4,W4x;FA Final,2,W4x;FA Final,4,W4x;FA Final,6,W4x;FA Final,1,BW4x
Rose WYLLIE	AUS	W	None	None	None	None	NoneNone
Kate MERCER	AUS	W	None	None	None	None	NoneNone
Lisa FARRELLY	AUS	W	None	None	None	None	NoneNone
Merv WOOD	AUS	M	30 Apr 1917	1917	1956;1952;1948	1948	1956	F Final,3,M2x;F Final,2,M1x;F Final,1,M1x
Murray RILEY	AUS	M	5 Oct 1925	1925	1956	1956	1956	F Final,3,M2x
Christian CORMACK	GBR	M	1 Sep 1976	1976	2004;2004;2004;2004;2003;2003;2003;2002;2002;2002;2001;2001;2000;1999;1999;1999;1998;1998;1998;1998;1997;1997;1997;1997;1996;1996;1994	1994	2004	FB Final,3,M8+;R1 Repechage,6,M8+;FA Final,4,M8+;FA Final,5,M8+;FA Final,3,M8+;FB Final,1,M8+;FA Final,3,M8+;F Final,1,M4+;FB Final,5,M8+;FB Final,1,M8+;FA Final,5,LM8+;F Final,1,LM8+;FA Final,2,LM8+;R Repechage,1,LM8+;FA Final,3,BM4+;F Final,3,LM8+;FB Final,1,M8+;FA Final,3,M8+;FA Final,2,M8+;F Final,4,M8+;FA Final,4,M8+;FA Final,6,M8+;FA Final,4,M8+;FA Final,2,M8+;FA Final,5,M2+;FA Final,2,BM4+;FB Final,3,JM4+
Ole BRAUER	GER	M	4 Nov 1971	1971	1999;1998;1998	1998	1999	FB Final,1,LM8+;F Final,2,LM8+;F Final,2,LM8+
Meike VAN DRIEL	NED	W	12 Jul 1972	1972	1997;1997;1997;1996;1995;1994;1994	1994	1997	FB Final,1,W4x;FB Final,1,W4x;FA Final,6,W4x;FA Final,6,W4x;FA Final,3,W8+;FA Final,6,BW2-;FA Final,6,BW2-
Wendela HOEN	NED	W	4 Nov 1967	1967	1997;1997	1997	1997	FB Final,2,W8+;FA Final,5,W2-
Jennifer DALY	NED	W	24 May 1974	1974	1998;1997;1997	1997	1998	F Final,4,W4-;FB Final,5,W2-;FA Final,3,W8+
Loes KOK	NED	W	17 Apr 1973	1973	1998;1997;1997	1997	1998	F Final,4,W4-;FB Final,2,W8+;FA Final,3,W8+
Esther DEVILLEE	NED	W	9 Oct 1970	1970	1999;1998;1997;1997	1997	1999	F Final,3,W4-;FB Final,3,W8+;FB Final,2,W8+;FA Final,5,W2-
Karin HOKS	NED	W	6 May 1972	1972	1998;1997;1997;1995	1995	1998	F Final,4,W4-;FB Final,2,W8+;FA Final,3,W8+;FA Final,6,W4-
Hilda WIEGERTJES	NED	W	9 Aug 1971	1971	1998;1997;1997;1996	1996	1998	FB Final,3,W8+;FB Final,2,W8+;FA Final,3,W8+;FB Final,1,W4-
Marieke PRONK	NED	W	13 Feb 1976	1976	1997	1997	1997	FB Final,5,W2-
Dagne SWARTE	NED	W	6 May 1975	1975	1999;1998;1997;1997;1997	1997	1999	F Final,3,W4-;FB Final,3,W8+;FB Final,2,W8+;FA Final,6,BW4-;FA Final,3,W8+
Mirjam TER BEEK	NED	W	10 Aug 1972	1972	2002;2002;2002;2002;2001;2001;2001;2000;2000;1997	1997	2002	FA Final,2,LW4x;FA Final,5,LW1x;FA Final,4,LW2x;FA Final,4,LW2x;FA Final,2,LW1x;FA Final,3,LW1x;FA Final,2,LW1x;FA Final,6,LW1x;FB Final,1,LW1x;FB Final,5,LW1x
Ellen MELIESIE	CAN	W	2 Jan 1963	1963	1998;1998;1997;1997;1996;1995;1994;1993;1992;1988;1987;1986	1986	1998	FB Final,4,LW2x;FB Final,1,LW2x;FB Final,1,LW2x;FB Final,1,LW2x;FA Final,6,LW2x;FA Final,6,LW2x;FB Final,2,LW2x;FA Final,3,LW2x;FA Final,4,LW1x;FA Final,1,LW2x;FA Final,5,LW2x;F Final,2,LW2x
Annette BOGSTRA	NED	W	21 Jan 1972	1972	1997;1997;1996;1995;1994;1994;1994;1993;1990	1990	1997	FB Final,1,LW2x;FB Final,1,LW2x;FA Final,4,LW1x;FA Final,3,LW1x;FB Final,2,LW2x;FA Final,2,BLW1x;FA Final,2,BLW1x;FA Final,2,BW4-;FA Final,5,JW4x
Brechtje VAN EIJCK	NED	W	6 May 1975	1975	1998;1998;1997;1997;1997;1996;1995;1994;1994	1994	1998	FA Final,3,LW4x;F Final,2,LW4x;FA Final,3,LW4x;FA Final,6,BLW2x;FB Final,2,LW2x;FA Final,2,BLW2x;FA Final,2,BLW2x;FB Final,1,BLW2x;FB Final,1,BLW2x
Sigrid WINKELHUIS	NED	W	5 Jun 1975	1975	1998;1998;1997	1997	1998	FA Final,3,LW4x;F Final,2,LW4x;FA Final,3,LW4x
Floortje VAN EIJCK	NED	W	6 May 1975	1975	1998;1998;1997;1997;1997;1996;1995;1994;1994	1994	1998	FB Final,4,LW2x;FB Final,1,LW2x;FA Final,3,LW4x;FA Final,2,BLW1x;FB Final,2,LW2x;FA Final,2,BLW2x;FA Final,2,BLW2x;FB Final,1,BLW2x;FB Final,1,BLW2x
Joris LOEFS	NED	M	18 Apr 1973	1973	1997;1997;1997;1996;1995;1993;1991	1991	1997	FB Final,1,M4x;FB Final,3,M4x;FA Final,2,M4x;FB Final,4,M4x;FA Final,5,M4x;FA Final,3,BM1x;FB Final,3,JM4x
Gerritjan EGGENKAMP	NED	M	14 Nov 1975	1975	2007;2007;2007;2007;2004;2004;2004;2003;2003;2003;2001;2001;2000;2000;2000;1999;1999;1998;1998;1998;1997;1997;1997;1995;1993	1993	2007	FB Final,4,M8+;FA Final,5,M8+;FB Final,2,M8+;FA Final,6,M8+;FA Final,2,M8+;FA Final,3,M8+;FA Final,4,M8+;FB Final,6,M4x;FA Final,2,M4x;FA Final,3,M4x;FB Final,4,M2x;FB Final,2,M2x;FB Final,2,M8+;FB Final,2,M8+;FA Final,3,M8+;FB Final,3,M2x;FA Final,4,M4x;FB Final,2,M4x;FB Final,4,M4x;FA Final,5,M4x;FB Final,1,M4x;FB Final,3,M4x;FA Final,2,M4x;FA Final,2,BM2x;FB Final,3,JM4x
Geert CIRKEL	NED	M	20 Oct 1978	1978	2008;2008;2008;2008;2007;2007;2007;2007;2006;2006;2006;2005;2005;2005;2003;2003;2003;2002;2002;2002;2001;2001;2001;2000;2000;2000;1998;1998;1997;1997;1996	1996	2008	FB Final,2,M4-;FA Final,1,M4-;FA Final,2,M4-;FA Final,4,M4-;FA Final,3,M4-;FA Final,1,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,3,M4-;FA Final,2,M4-;FA Final,3,M4-;FA Final,2,M4-;FA Final,2,M4-;FA Final,4,M4-;FB Final,6,M4x;FA Final,2,M4x;FA Final,3,M4x;FA Final,5,M4-;FA Final,5,M2-;FB Final,2,M2-;FA Final,2,M4x;FA Final,3,M4x;FA Final,1,M4x;FB Final,2,M8+;FB Final,2,M8+;FA Final,3,M8+;FB Final,3,M8+;FA Final,6,M8+;FB Final,1,M8+;FB Final,2,M8+;FB Final,5,JM2-
Bas DIEPENBROEK	NED	M	2 Dec 1975	1975	1997;1997	1997	1997	FB Final,1,M8+;FB Final,2,M8+
